time,flux
8.320000,0.99984404
8.340000,0.99997300
8.360000,1.00021153
8.380000,1.00031872
8.400000,0.99950142
8.420000,0.99996019
8.440000,1.00021169
8.460000,1.00008935
8.480000,1.00023262
8.500000,0.99992302
8.520000,0.99984154
8.540000,0.99983955
8.560000,1.00030077
8.580000,1.00016771
8.600000,0.99974458
8.620000,0.99984794
8.640000,0.99952068
8.660000,1.00029076
8.680000,0.99972819
8.700000,1.00005450
8.720000,0.99956379
8.740000,1.00039660
8.760000,1.00044876
8.780000,1.00006676
8.800000,1.00049638
8.820000,1.00031930
8.840000,0.99987752
8.860000,1.00040712
8.880000,0.99951077
8.900000,0.99968502
8.920000,1.00048538
8.940000,1.00025813
8.960000,0.99976316
8.980000,1.00015683
9.000000,1.00046408
9.020000,0.99982167
9.040000,1.00014255
9.060000,1.00049372
9.080000,0.99999505
9.100000,0.99977055
9.120000,1.00025295
9.140000,1.00007787
9.160000,1.00046343
9.180000,0.99950133
9.200000,1.00032286
9.220000,0.99971517
9.240000,1.00001389
9.260000,0.99975453
9.280000,1.00035723
9.300000,0.99990157
9.320000,0.99961857
9.340000,0.99997325
9.360000,0.99970792
9.380000,1.00034145
9.400000,0.99975543
9.420000,1.00021374
9.440000,1.00032586
9.460000,1.00026078
9.480000,1.00013245
9.500000,1.00046172
9.520000,0.99957180
9.540000,0.99953529
9.560000,1.00045697
9.580000,0.99984030
9.600000,1.00017673
9.620000,0.99996236
9.640000,0.99964938
9.660000,1.00045985
9.680000,0.99960217
9.700000,0.99973816
9.720000,1.00033134
9.740000,1.00033283
9.760000,1.00007362
9.780000,1.00022016
9.800000,0.99980375
9.820000,0.99973252
9.840000,0.99960596
9.860000,1.00000872
9.880000,1.00031986
9.900000,1.00042924
9.920000,1.00031275
9.940000,0.99980991
9.960000,0.99985731
9.980000,1.00044391
10.000000,1.00048358
10.020000,1.00011329
10.040000,1.00024032
10.060000,0.99952638
10.080000,0.99956812
10.100000,0.99974982
10.120000,1.00009513
10.140000,0.99979727
10.160000,0.99966616
10.180000,0.99963061
10.200000,0.99975920
10.220000,0.99995387
10.240000,0.99973200
10.260000,0.99954246
10.280000,0.99987930
10.300000,1.00003894
10.320000,0.99960720
10.340000,1.00041928
10.360000,1.00042179
10.380000,1.00037434
10.400000,0.99978939
10.420000,1.00031759
10.440000,0.99994235
10.460000,1.00032634
10.480000,1.00002154
10.500000,0.99964627
10.520000,1.00036048
10.540000,1.00034688
10.560000,0.99956219
10.580000,1.00031070
10.600000,1.00016356
10.620000,1.00010566
10.640000,1.00030577
10.660000,1.00040546
10.680000,1.00017003
10.700000,1.00041900
10.720000,0.99957016
10.740000,1.00017974
10.760000,0.99953325
10.780000,1.00008892
10.800000,0.99998612
10.820000,1.00036899
10.840000,0.99962719
10.860000,0.99953897
10.880000,0.99955959
10.900000,0.99958634
10.920000,0.99985244
10.940000,1.00028240
10.960000,0.99996301
10.980000,0.99982112
11.000000,0.99989019
11.020000,0.99973634
11.040000,1.00001799
11.060000,0.99964407
11.080000,0.99996049
11.100000,1.00009068
11.120000,1.00022816
11.140000,1.00039712
11.160000,0.99966085
11.180000,1.00037754
11.200000,1.00010675
11.220000,0.99957279
11.240000,1.00012911
11.260000,1.00003595
11.280000,0.99983937
11.300000,1.00042850
11.320000,1.00042782
11.340000,1.00022671
11.360000,0.99980031
11.380000,0.99959232
11.400000,0.99974617
11.420000,1.00036003
11.440000,0.99964366
11.460000,1.00018655
11.480000,0.99961430
11.500000,1.00034977
11.520000,1.00011510
11.540000,0.99963051
11.560000,0.99952614
11.580000,0.99950364
11.600000,0.99959223
11.620000,0.99980100
11.640000,1.00007809
11.660000,0.99966273
11.680000,0.99961421
11.700000,1.00031830
11.720000,1.00002180
11.740000,1.00039024
11.760000,1.00031924
11.780000,1.00024272
11.800000,0.99996446
11.820000,1.00001143
11.840000,0.99995463
11.860000,1.00017280
11.880000,1.00040454
11.900000,0.99981319
11.920000,0.99988325
11.940000,1.00011849
11.960000,0.99970647
11.980000,1.00044145
12.000000,0.99985313
12.020000,1.00029775
12.040000,0.99983407
12.060000,1.00025301
12.080000,1.00042606
12.100000,1.00026489
12.120000,0.99958463
12.140000,0.99956699
12.160000,0.99967973
12.180000,0.99979994
12.200000,1.00005925
12.220000,0.99957833
12.240000,0.99975023
12.260000,0.99984210
12.280000,1.00032200
12.300000,0.99961458
12.320000,0.99983566
12.340000,1.00015676
12.360000,0.99964980
12.380000,0.99954550
12.400000,1.00023804
12.420000,0.99979441
12.440000,1.00042451
12.460000,1.00037043
12.480000,0.99981068
12.500000,1.00028245
12.520000,1.00042650
12.540000,1.00039712
12.560000,0.99964210
12.580000,1.00028270
12.600000,0.99995294
12.620000,0.99964777
12.640000,0.99970934
12.660000,0.99995091
12.680000,1.00033125
12.700000,1.00049962
12.720000,1.00047489
12.740000,1.00038108
12.760000,0.99971395
12.780000,0.99966612
12.800000,0.99979463
12.820000,0.99997075
12.840000,1.00019823
12.860000,1.00038857
12.880000,0.99998784
12.900000,1.00044847
12.920000,1.00017401
12.940000,0.99982951
12.960000,0.99997301
12.980000,1.00039557
13.000000,1.00022487
13.020000,0.99961416
13.040000,1.00040520
13.060000,1.00027864
13.080000,1.00048192
13.100000,1.00034655
13.120000,1.00023166
13.140000,0.99995796
13.160000,0.99994565
13.180000,0.99970824
13.200000,0.99987163
13.220000,0.99958173
13.240000,1.00036296
13.260000,0.99980006
13.280000,0.99986909
13.300000,1.00013747
13.320000,1.00043481
13.340000,1.00040766
13.360000,0.99957265
13.380000,1.00048238
13.400000,0.99971468
13.420000,0.99998327
13.440000,0.99972040
13.460000,1.00002517
13.480000,1.00019183
13.500000,0.99977306
13.520000,1.00018251
13.540000,1.00041824
13.560000,0.99976139
13.580000,1.00034410
13.600000,0.99952303
13.620000,1.00048073
13.640000,0.99989876
13.660000,1.00001924
13.680000,1.00048827
13.700000,0.99973119
13.720000,1.00032238
13.740000,1.00004881
13.760000,0.99992307
13.780000,1.00043060
13.800000,0.99994027
13.820000,1.00005430
13.840000,0.99992034
13.860000,1.00006292
13.880000,1.00046311
13.900000,1.00029339
13.920000,0.99980745
13.940000,0.99958165
13.960000,0.99963206
13.980000,0.99975549
14.000000,0.99992166
14.020000,0.99970016
14.040000,1.00015925
14.060000,0.99989954
14.080000,0.99991063
14.100000,1.00006312
14.120000,1.00037108
14.140000,1.00003968
14.160000,0.99959661
14.180000,0.99971775
14.200000,0.99979227
14.220000,0.99992509
14.240000,1.00012972
14.260000,1.00043596
14.280000,0.99970749
14.300000,0.99967748
14.320000,1.00015762
14.340000,0.99981445
14.360000,1.00031912
14.380000,1.00042485
14.400000,0.99991241
14.420000,1.00047541
14.440000,0.99958449
14.460000,0.99969520
14.480000,1.00048815
14.500000,0.99982786
14.520000,1.00009133
14.540000,1.00000588
14.560000,0.99951354
14.580000,0.99974481
14.600000,1.00035246
14.620000,0.99968566
14.640000,1.00043089
14.660000,1.00015533
14.680000,0.99961349
14.700000,0.99971914
14.720000,0.99964641
14.740000,1.00003982
14.760000,1.00021316
14.780000,0.99969278
14.800000,0.99983593
14.820000,1.00022467
14.840000,1.00023307
14.860000,1.00039945
14.880000,1.00041960
14.900000,0.99996238
14.920000,0.99986021
14.940000,1.00010558
14.960000,1.00020369
14.980000,0.99953058
15.000000,1.00030577
15.020000,0.99979594
15.040000,0.99969899
15.060000,0.99961764
15.080000,1.00049601
15.100000,0.99988087
15.120000,0.99993047
15.140000,1.00023906
15.160000,1.00023411
15.180000,0.99982278
15.200000,1.00021274
15.220000,1.00028912
15.240000,0.99987695
15.260000,0.99995375
15.280000,1.00038517
15.300000,0.99961866
15.320000,0.99990105
15.340000,0.99955611
15.360000,0.99959166
15.380000,0.99952714
15.400000,0.99977103
15.420000,0.99966483
15.440000,1.00046520
15.460000,0.99990541
15.480000,0.99965293
15.500000,1.00011325
15.520000,1.00040892
15.540000,1.00049918
15.560000,1.00020502
15.580000,1.00019940
15.600000,1.00015990
15.620000,1.00012178
15.640000,1.00000957
15.660000,0.99995649
15.680000,1.00044710
15.700000,0.99960267
15.720000,0.99966548
15.740000,0.99956132
15.760000,0.99978544
15.780000,0.99955377
15.800000,0.99984415
15.820000,1.00049660
15.840000,1.00036387
15.860000,1.00004146
15.880000,1.00031060
15.900000,1.00000234
15.920000,0.99977382
15.940000,1.00029153
15.960000,0.99977967
15.980000,0.99990332
16.000000,0.99990332
16.020000,0.99987323
16.040000,1.00008904
16.060000,1.00023917
16.080000,0.99960015
16.100000,0.99996008
16.120000,0.99967606
16.140000,0.99957562
16.160000,1.00003387
16.180000,0.99964084
16.200000,1.00015572
16.220000,1.00001636
16.240000,1.00033858
16.260000,1.00021052
16.280000,1.00010654
16.300000,0.99980477
16.320000,0.99965728
16.340000,0.99989272
16.360000,0.99975727
16.380000,0.99982502
16.400000,0.99973148
16.420000,1.00041040
16.440000,0.99977519
16.460000,1.00024507
16.480000,0.99992714
16.500000,0.99968508
16.520000,0.99968861
16.540000,1.00000836
16.560000,0.99956854
16.580000,1.00022000
16.600000,0.99990064
16.620000,0.99959917
16.640000,1.00008102
16.660000,0.99969707
16.680000,0.99997255
16.700000,1.00003639
16.720000,0.99980186
16.740000,1.00046246
16.760000,1.00011274
16.780000,1.00027455
16.800000,1.00036781
16.820000,0.99956398
16.840000,1.00031933
16.860000,1.00038478
16.880000,0.99966180
16.900000,0.99986536
16.920000,1.00029926
16.940000,0.99964090
16.960000,0.99984645
16.980000,0.99990885
17.000000,1.00033389
17.020000,1.00018684
17.040000,0.99960248
17.060000,1.00031275
17.080000,1.00014285
17.100000,1.00043836
17.120000,1.00024063
17.140000,0.99950284
17.160000,1.00011937
17.180000,0.99950869
17.200000,0.99991165
17.220000,0.99963242
17.240000,1.00031234
17.260000,0.99973086
17.280000,1.00024742
17.300000,1.00009296
17.320000,1.00048044
17.340000,0.99971614
17.360000,1.00039636
17.380000,1.00014258
17.400000,1.00048253
17.420000,0.99950716
17.440000,0.99977091
17.460000,1.00031833
17.480000,1.00011044
17.500000,0.99952548
17.520000,0.99964709
17.540000,0.99965629
17.560000,1.00048551
17.580000,1.00006612
17.600000,1.00034123
17.620000,1.00021359
17.640000,1.00031563
17.660000,1.00002119
17.680000,1.00021751
17.700000,0.99960283
17.720000,0.99968501
17.740000,0.99963398
17.760000,0.99999171
17.780000,1.00029689
17.800000,1.00002765
17.820000,0.99988728
17.840000,0.99990698
17.860000,0.99975783
17.880000,0.99979937
17.900000,0.99987722
17.920000,1.00027416
17.940000,0.99960033
17.960000,1.00022228
17.980000,1.00019909
18.000000,1.00019015
18.020000,0.99975779
18.040000,0.99986499
18.060000,0.99950365
18.080000,0.99950157
18.100000,1.00024497
18.120000,1.00032135
18.140000,0.99999852
18.160000,0.99958978
18.180000,1.00036955
18.200000,0.99962248
18.220000,1.00023192
18.240000,0.99991315
18.260000,1.00026270
18.280000,1.00012603
18.300000,1.00035521
18.320000,0.99963080
18.340000,0.99993009
18.360000,1.00016957
18.380000,0.99976172
18.400000,1.00023466
18.420000,1.00000705
18.440000,0.99964876
18.460000,0.99968223
18.480000,1.00039257
18.500000,1.00034716
18.520000,0.99962754
18.540000,1.00037081
18.560000,0.99965724
18.580000,0.99989751
18.600000,1.00003459
18.620000,1.00022813
18.640000,1.00029531
18.660000,1.00046758
18.680000,0.99985358
18.700000,1.00046936
18.720000,1.00013799
18.740000,0.99959684
18.760000,0.99975515
18.780000,0.99984397
18.800000,1.00011386
18.820000,0.99974091
18.840000,0.99966072
18.860000,0.99993297
18.880000,1.00002913
18.900000,0.99956821
18.920000,0.99960159
18.940000,1.00049616
18.960000,0.99966933
18.980000,1.00006012
19.000000,0.99953414
19.020000,1.00005636
19.040000,0.99961646
19.060000,1.00048701
19.080000,0.99972789
19.100000,0.99953456
19.120000,0.99958589
19.140000,1.00029797
19.160000,0.99959162
19.180000,1.00028697
19.200000,0.99988801
19.220000,1.00028253
19.240000,1.00006135
19.260000,0.99994699
19.280000,1.00018414
19.300000,0.99969807
19.320000,0.99978492
19.340000,0.99980780
19.360000,1.00018966
19.380000,0.99998393
19.400000,1.00038787
19.420000,1.00042274
19.440000,0.99966385
19.460000,1.00032699
19.480000,0.99994489
19.500000,1.00049731
19.520000,0.99967737
19.540000,1.00003443
19.560000,1.00006151
19.580000,0.99996643
19.600000,0.99996953
19.620000,1.00032461
19.640000,1.00016283
19.660000,1.00043663
19.680000,0.99988277
19.700000,0.99967115
19.720000,0.99988264
19.740000,1.00020701
19.760000,1.00009722
19.780000,0.99989586
19.800000,1.00016504
19.820000,1.00039071
19.840000,0.99956056
19.860000,0.99962973
19.880000,1.00036069
19.900000,1.00047268
19.920000,1.00041228
19.940000,0.99984077
19.960000,1.00038037
19.980000,0.99967450
