time,flux
2.500000,0.97969379
2.520000,0.98003960
2.540000,0.98039280
2.560000,0.98000289
2.580000,0.98025181
2.600000,0.99980525
2.620000,0.99955551
2.640000,1.00002822
2.660000,0.99959254
2.680000,1.00007016
2.700000,0.99998437
2.720000,1.00016092
2.740000,1.00026123
2.760000,0.99987275
2.780000,1.00028616
2.800000,0.99995523
2.820000,1.00015168
2.840000,0.99961705
2.860000,1.00014401
2.880000,1.00009396
2.900000,0.99973817
2.920000,1.00034927
2.940000,1.00026545
2.960000,0.99951263
2.980000,0.99976769
3.000000,1.00030409
3.020000,0.99950885
3.040000,0.99977788
3.060000,0.99951467
3.080000,1.00013531
3.100000,1.00021060
3.120000,1.00021670
3.140000,1.00016000
3.160000,1.00036299
3.180000,0.99999586
3.200000,0.99958580
3.220000,1.00036061
3.240000,1.00012790
3.260000,1.00042994
3.280000,0.99989892
3.300000,0.99966888
3.320000,0.99972365
3.340000,1.00036568
3.360000,1.00042649
3.380000,1.00000165
3.400000,0.99966454
3.420000,0.99965786
3.440000,0.99979832
3.460000,0.99993434
3.480000,0.99979789
3.500000,1.00031518
3.520000,1.00038413
3.540000,1.00039338
3.560000,1.00049106
3.580000,1.00020433
3.600000,1.00022709
3.620000,0.99984140
3.640000,0.99952158
3.660000,0.99996874
3.680000,0.99999861
3.700000,0.99985669
3.720000,1.00026050
3.740000,0.99971072
3.760000,0.99952299
3.780000,0.99992247
3.800000,1.00009620
3.820000,1.00039680
3.840000,1.00006815
3.860000,0.99952579
3.880000,1.00034659
3.900000,1.00023559
3.920000,0.99977907
3.940000,1.00010857
3.960000,0.99980425
3.980000,0.99984766
4.000000,0.99992660
4.020000,0.99981813
4.040000,0.99957073
4.060000,0.99994581
4.080000,0.99971691
4.100000,0.99974029
4.120000,1.00018812
4.140000,0.99956787
4.160000,0.99965337
4.180000,0.99974955
4.200000,0.99952107
4.220000,1.00038175
4.240000,1.00032284
4.260000,0.99967056
4.280000,1.00037963
4.300000,0.99955458
4.320000,0.99982339
4.340000,1.00038343
4.360000,0.99985425
4.380000,1.00006213
4.400000,0.99962129
4.420000,0.99980495
4.440000,0.99963670
4.460000,1.00029587
4.480000,0.99951946
4.500000,1.00001216
4.520000,0.99964231
4.540000,1.00044479
4.560000,1.00027547
4.580000,0.99968925
4.600000,1.00019851
4.620000,0.99998302
4.640000,1.00021710
4.660000,0.99978014
4.680000,1.00016154
4.700000,1.00038785
4.720000,1.00022524
4.740000,0.99963495
4.760000,0.99966905
4.780000,1.00029465
4.800000,0.99956997
4.820000,1.00029655
4.840000,0.99957677
4.860000,0.99990910
4.880000,0.99986653
4.900000,0.99964357
4.920000,0.99983477
4.940000,0.99986553
4.960000,1.00046948
4.980000,1.00047299
5.000000,0.99966287
5.020000,0.99974631
5.040000,1.00003531
5.060000,1.00013001
5.080000,0.99993082
5.100000,1.00002289
5.120000,0.99959390
5.140000,1.00037115
5.160000,0.99991585
5.180000,1.00002819
5.200000,0.99966404
5.220000,0.99965406
5.240000,0.99962187
5.260000,1.00042561
5.280000,1.00037001
5.300000,1.00048169
5.320000,1.00046335
5.340000,0.99999403
5.360000,1.00001099
5.380000,1.00046567
5.400000,0.99994353
5.420000,0.99989928
5.440000,1.00000137
5.460000,0.99955893
5.480000,0.99986014
5.500000,0.99973369
5.520000,0.99991613
5.540000,1.00012718
5.560000,0.99996775
5.580000,1.00017140
5.600000,0.99969448
5.620000,0.99963855
5.640000,1.00043477
5.660000,0.99952416
5.680000,0.99979154
5.700000,1.00021514
5.720000,0.99990454
5.740000,1.00021174
5.760000,1.00005726
5.780000,1.00023411
5.800000,0.99988737
5.820000,0.99988935
5.840000,1.00037158
5.860000,0.99960319
5.880000,0.99984049
5.900000,0.99963418
5.920000,1.00035065
5.940000,0.99980559
5.960000,0.99953560
5.980000,0.99992839
6.000000,0.99998211
6.020000,0.99954057
6.040000,0.99974176
6.060000,0.99975773
6.080000,0.99978638
6.100000,1.00014102
6.120000,1.00042435
6.140000,0.99967041
6.160000,1.00031458
6.180000,1.00003871
6.200000,0.99954673
6.220000,1.00042856
6.240000,0.99989900
6.260000,1.00024429
6.280000,1.00007981
6.300000,1.00033707
6.320000,1.00007044
6.340000,0.99979936
6.360000,0.99967780
6.380000,1.00033477
6.400000,1.00042915
6.420000,0.99985372
6.440000,1.00047850
6.460000,0.99974865
6.480000,1.00031464
6.500000,0.99968618
6.520000,1.00038889
6.540000,0.99985604
6.560000,0.99958544
6.580000,1.00009269
6.600000,1.00044045
6.620000,0.99983767
6.640000,0.99978128
6.660000,1.00037943
6.680000,0.99985736
6.700000,1.00006974
6.720000,0.99950852
6.740000,1.00031356
6.760000,1.00011155
6.780000,1.00007141
6.800000,0.99950628
6.820000,0.99956221
6.840000,1.00040880
6.860000,0.99985261
6.880000,1.00008957
6.900000,1.00006559
6.920000,1.00042603
6.940000,1.00024512
6.960000,1.00006043
6.980000,0.99983365
7.000000,0.99962600
7.020000,0.99979777
7.040000,0.99961917
7.060000,0.99979446
7.080000,1.00039671
7.100000,0.99953139
7.120000,1.00029948
7.140000,1.00040584
7.160000,0.99973818
7.180000,1.00048223
7.200000,1.00042301
7.220000,1.00012833
7.240000,1.00029526
7.260000,1.00036381
7.280000,1.00020679
7.300000,0.99992085
7.320000,0.99981150
7.340000,1.00038195
7.360000,1.00017622
7.380000,1.00033111
7.400000,0.98023448
7.420000,0.98014961
7.440000,0.97969941
7.460000,0.98000274
7.480000,0.98026789
7.500000,0.97954875
7.520000,0.97989112
7.540000,0.98044353
7.560000,0.98035324
7.580000,0.97978354
7.600000,0.99985994
7.620000,0.99985776
7.640000,1.00016784
7.660000,0.99957911
7.680000,0.99968117
7.700000,0.99972691
7.720000,0.99963872
7.740000,0.99986744
7.760000,0.99971522
7.780000,0.99968837
7.800000,1.00002705
7.820000,0.99952391
7.840000,1.00025043
7.860000,0.99962375
7.880000,0.99962873
7.900000,0.99969247
7.920000,1.00012411
7.940000,0.99965404
7.960000,0.99962428
7.980000,0.99974140
8.000000,1.00001695
8.020000,1.00021823
8.040000,1.00047699
8.060000,1.00019850
8.080000,1.00014159
8.100000,0.99961504
8.120000,1.00006812
8.140000,0.99988276
8.160000,0.99993756
8.180000,0.99988433
8.200000,0.99964899
8.220000,0.99973446
8.240000,0.99957807
8.260000,0.99975616
8.280000,1.00012350
8.300000,0.99993978
8.320000,0.99980913
8.340000,0.99956315
8.360000,1.00034142
8.380000,0.99952937
8.400000,1.00026604
8.420000,1.00030489
8.440000,0.99960974
8.460000,0.99978893
8.480000,0.99995490
8.500000,1.00024712
8.520000,0.99958614
8.540000,1.00001707
8.560000,1.00043930
8.580000,0.99967849
8.600000,1.00025735
8.620000,0.99985109
8.640000,1.00015452
8.660000,0.99973304
8.680000,1.00002446
8.700000,1.00042683
8.720000,0.99959552
8.740000,1.00041912
8.760000,1.00006682
8.780000,0.99961545
8.800000,1.00037686
8.820000,1.00037233
8.840000,1.00044738
8.860000,1.00010660
8.880000,0.99978921
8.900000,1.00018458
8.920000,1.00030847
8.940000,0.99995286
8.960000,0.99967054
8.980000,0.99952708
9.000000,0.99964713
9.020000,1.00029247
9.040000,0.99957041
9.060000,1.00001368
9.080000,0.99994168
9.100000,1.00016989
9.120000,0.99978068
9.140000,1.00018560
9.160000,1.00043997
9.180000,1.00009670
9.200000,0.99986891
9.220000,0.99966019
9.240000,1.00010947
9.260000,1.00024600
9.280000,1.00041369
9.300000,0.99966363
9.320000,0.99952576
9.340000,0.99969459
9.360000,1.00009246
9.380000,0.99976321
9.400000,0.99981173
9.420000,1.00006093
9.440000,1.00006205
9.460000,1.00013319
9.480000,0.99966251
9.500000,0.99992429
9.520000,1.00030615
9.540000,0.99990745
9.560000,1.00006819
9.580000,0.99970666
9.600000,0.99967902
9.620000,1.00043363
9.640000,0.99951618
9.660000,0.99972822
9.680000,1.00017690
9.700000,1.00029088
9.720000,1.00049397
9.740000,1.00028810
9.760000,1.00021653
9.780000,1.00039984
9.800000,0.99995119
9.820000,1.00023994
9.840000,1.00034397
9.860000,1.00044617
9.880000,1.00048318
9.900000,1.00013647
9.920000,0.99964608
9.940000,0.99983418
9.960000,0.99975150
9.980000,1.00013919
10.000000,0.99969849
10.020000,0.99963597
10.040000,0.99982548
10.060000,0.99981359
10.080000,0.99950525
10.100000,0.99962510
10.120000,0.99993810
10.140000,0.99952674
10.160000,1.00022021
10.180000,1.00041778
10.200000,1.00009968
10.220000,1.00042862
10.240000,1.00030074
10.260000,1.00039547
10.280000,0.99982626
10.300000,0.99960680
10.320000,0.99974648
10.340000,1.00035904
10.360000,1.00045840
10.380000,0.99959120
10.400000,1.00015985
10.420000,1.00009029
10.440000,0.99993327
10.460000,1.00038520
10.480000,0.99977631
10.500000,0.99989954
10.520000,1.00027596
10.540000,0.99958726
10.560000,1.00048550
10.580000,1.00006002
10.600000,1.00039814
10.620000,0.99967456
10.640000,1.00041148
10.660000,1.00024770
10.680000,0.99989910
10.700000,1.00032395
10.720000,0.99954013
10.740000,1.00040895
10.760000,0.99973092
10.780000,0.99966374
10.800000,1.00013465
10.820000,0.99999089
10.840000,1.00004640
10.860000,0.99959538
10.880000,0.99982317
10.900000,1.00037127
10.920000,1.00038130
10.940000,0.99996154
10.960000,1.00008529
10.980000,1.00012007
11.000000,1.00010238
11.020000,0.99979396
11.040000,1.00007868
11.060000,1.00010303
11.080000,0.99992032
11.100000,1.00049045
11.120000,1.00002401
11.140000,1.00046002
11.160000,1.00039439
11.180000,1.00025424
11.200000,1.00023165
11.220000,0.99969844
11.240000,1.00034205
11.260000,0.99973328
11.280000,0.99973964
11.300000,1.00032617
11.320000,1.00008035
11.340000,0.99984175
11.360000,0.99988536
11.380000,1.00042936
11.400000,0.99957990
11.420000,0.99962436
11.440000,1.00004472
11.460000,1.00021057
11.480000,0.99962268
11.500000,0.99970539
11.520000,1.00034904
11.540000,0.99997635
11.560000,1.00043557
11.580000,0.99952319
11.600000,1.00049324
11.620000,1.00040164
11.640000,1.00011033
11.660000,0.99965364
11.680000,1.00019668
11.700000,1.00021315
11.720000,0.99979771
11.740000,1.00002765
11.760000,0.99988946
11.780000,1.00025715
11.800000,1.00031337
11.820000,1.00049367
11.840000,1.00014551
11.860000,1.00021203
11.880000,1.00022425
11.900000,1.00043820
11.920000,0.99987194
11.940000,0.99992836
11.960000,1.00013324
11.980000,1.00045864
12.000000,1.00029994
12.020000,1.00000235
12.040000,1.00007840
12.060000,0.99994323
12.080000,1.00019538
12.100000,1.00020828
12.120000,1.00039249
12.140000,0.99964781
12.160000,1.00004540
12.180000,1.00036195
12.200000,1.00042180
12.220000,1.00043775
12.240000,1.00007276
12.260000,0.99953516
12.280000,1.00014439
12.300000,0.99983812
12.320000,0.99967488
12.340000,1.00016695
12.360000,1.00031140
12.380000,0.99977831
12.400000,0.98020547
12.420000,0.98041368
12.440000,0.97978757
12.460000,0.97987899
12.480000,0.97960776
12.500000,0.97993108
12.520000,0.98030986
12.540000,0.98007835
12.560000,0.98040712
12.580000,0.97988889
12.600000,0.98004306
12.620000,1.00023291
12.640000,1.00013091
12.660000,0.99975212
12.680000,1.00014089
12.700000,1.00025811
12.720000,1.00028369
12.740000,1.00010075
12.760000,1.00038919
12.780000,1.00026588
12.800000,0.99978328
12.820000,0.99962549
12.840000,1.00035383
12.860000,0.99983627
12.880000,1.00029444
12.900000,0.99977888
12.920000,1.00015172
12.940000,1.00020393
12.960000,0.99997369
12.980000,0.99977994
13.000000,0.99985166
13.020000,1.00035037
13.040000,0.99981269
13.060000,0.99985889
13.080000,1.00012558
13.100000,0.99983015
13.120000,0.99972922
13.140000,1.00016782
13.160000,0.99976607
13.180000,0.99993350
13.200000,0.99969328
13.220000,1.00010720
13.240000,0.99997371
13.260000,1.00016044
13.280000,0.99988815
13.300000,1.00014214
13.320000,1.00013525
13.340000,1.00019818
13.360000,0.99955399
13.380000,0.99964380
13.400000,1.00039035
13.420000,1.00042517
13.440000,0.99999297
13.460000,0.99951717
13.480000,1.00002017
13.500000,1.00040035
13.520000,0.99966117
13.540000,0.99955058
13.560000,0.99980213
13.580000,1.00035461
13.600000,0.99983904
13.620000,1.00037915
13.640000,0.99987100
13.660000,1.00010131
13.680000,1.00041744
13.700000,1.00017219
13.720000,0.99970750
13.740000,0.99964865
13.760000,0.99955816
13.780000,1.00009184
13.800000,0.99984325
13.820000,0.99965374
13.840000,0.99981482
13.860000,0.99958890
13.880000,0.99985833
13.900000,0.99988587
13.920000,0.99953611
13.940000,1.00018220
13.960000,0.99961078
13.980000,0.99958067
14.000000,1.00017692
14.020000,0.99969760
14.040000,0.99978197
14.060000,1.00037097
14.080000,0.99987180
14.100000,0.99967059
14.120000,0.99956497
14.140000,1.00043849
14.160000,0.99952927
14.180000,1.00039489
14.200000,0.99995107
14.220000,1.00012281
14.240000,0.99997387
14.260000,1.00029608
14.280000,0.99959720
14.300000,1.00044389
14.320000,1.00044419
14.340000,1.00001263
14.360000,1.00004905
14.380000,1.00012333
14.400000,0.99980631
14.420000,0.99999585
14.440000,0.99961113
14.460000,1.00045555
14.480000,1.00038019
14.500000,1.00005373
14.520000,1.00020864
14.540000,1.00007184
14.560000,1.00049451
14.580000,0.99990961
14.600000,0.99969467
14.620000,0.99952295
14.640000,0.99975844
14.660000,0.99963177
14.680000,0.99957883
14.700000,0.99982016
14.720000,1.00008417
14.740000,1.00019031
14.760000,1.00001033
14.780000,1.00002629
14.800000,0.99990042
14.820000,0.99998179
14.840000,0.99969970
14.860000,0.99992339
14.880000,1.00036963
14.900000,0.99979667
14.920000,0.99967784
14.940000,0.99996067
14.960000,0.99966518
14.980000,0.99971281
15.000000,0.99972736
15.020000,1.00014553
15.040000,1.00023545
15.060000,1.00031142
15.080000,0.99969066
15.100000,0.99963198
15.120000,0.99957645
15.140000,0.99997714
15.160000,1.00027865
15.180000,1.00019187
15.200000,0.99978629
15.220000,1.00025157
15.240000,1.00011047
15.260000,0.99993796
15.280000,0.99981975
15.300000,1.00047002
15.320000,0.99985371
15.340000,1.00049446
15.360000,1.00013169
15.380000,1.00003112
15.400000,0.99995545
15.420000,1.00029602
15.440000,1.00018346
15.460000,0.99982645
15.480000,1.00035337
15.500000,0.99974422
15.520000,0.99998060
15.540000,1.00040398
15.560000,1.00028082
15.580000,0.99961018
15.600000,1.00006740
15.620000,1.00012629
15.640000,0.99973447
15.660000,0.99950019
15.680000,0.99962352
15.700000,1.00012038
15.720000,0.99984867
15.740000,0.99985231
15.760000,0.99959400
15.780000,1.00029314
15.800000,1.00035887
15.820000,0.99997637
15.840000,1.00023817
15.860000,0.99975714
15.880000,1.00030813
15.900000,0.99997843
15.920000,0.99974018
15.940000,0.99971890
15.960000,0.99950982
15.980000,1.00040160
16.000000,1.00045120
16.020000,0.99977481
16.040000,0.99953175
16.060000,1.00040503
16.080000,1.00027403
16.100000,0.99961827
16.120000,0.99999022
16.140000,0.99963568
16.160000,0.99983394
16.180000,1.00029719
16.200000,1.00032721
16.220000,0.99978212
16.240000,0.99958415
16.260000,0.99962502
16.280000,0.99992894
16.300000,0.99979701
16.320000,0.99967515
16.340000,1.00012048
16.360000,1.00039673
16.380000,0.99981507
16.400000,0.99992694
16.420000,1.00010566
16.440000,1.00007423
16.460000,0.99982649
16.480000,0.99998556
16.500000,0.99971362
16.520000,1.00014582
16.540000,1.00005355
16.560000,1.00012201
16.580000,0.99985674
16.600000,0.99969640
16.620000,0.99980793
16.640000,1.00036798
16.660000,0.99954878
16.680000,0.99957716
16.700000,1.00001197
16.720000,0.99967687
16.740000,1.00035005
16.760000,1.00048394
16.780000,1.00014208
16.800000,1.00001880
16.820000,0.99998068
16.840000,0.99971275
16.860000,0.99967699
16.880000,0.99976676
16.900000,1.00018206
16.920000,0.99984892
16.940000,1.00017865
16.960000,0.99976320
16.980000,0.99974228
17.000000,0.99990559
17.020000,0.99975011
17.040000,1.00009098
17.060000,1.00021584
17.080000,1.00031129
17.100000,1.00012869
17.120000,1.00015962
17.140000,0.99986098
17.160000,0.99986404
17.180000,1.00029895
17.200000,0.99959672
17.220000,0.99994626
17.240000,1.00026171
17.260000,0.99950019
17.280000,0.99981851
17.300000,0.99978715
17.320000,1.00001253
17.340000,1.00000946
17.360000,1.00033190
17.380000,1.00030792
17.400000,0.98005748
17.420000,0.98030379
17.440000,0.97980103
17.460000,0.98017476
17.480000,0.98004644
17.500000,0.98024794
17.520000,0.98008906
17.540000,0.97954763
17.560000,0.97988813
17.580000,0.97973008
17.600000,1.00033661
17.620000,1.00036132
17.640000,0.99982218
17.660000,0.99952791
17.680000,0.99952370
17.700000,1.00017232
17.720000,1.00039985
17.740000,1.00014029
17.760000,0.99968082
17.780000,1.00027706
17.800000,1.00007487
17.820000,1.00033904
17.840000,0.99986791
17.860000,0.99975733
17.880000,1.00042797
17.900000,0.99998452
17.920000,0.99959074
17.940000,0.99981877
17.960000,0.99973637
17.980000,0.99964816
18.000000,1.00010230
18.020000,1.00001198
18.040000,0.99991712
18.060000,1.00034758
18.080000,0.99955469
18.100000,0.99988120
18.120000,1.00047204
18.140000,0.99988655
18.160000,0.99951988
18.180000,0.99985033
18.200000,1.00012672
18.220000,0.99952752
18.240000,1.00017126
18.260000,0.99969419
18.280000,1.00047912
18.300000,1.00042298
18.320000,0.99977879
18.340000,0.99980937
18.360000,0.99952090
18.380000,1.00046089
18.400000,1.00032877
18.420000,1.00009588
18.440000,1.00048580
18.460000,0.99967323
18.480000,1.00036841
18.500000,0.99983344
18.520000,1.00049451
18.540000,0.99996749
18.560000,0.99956770
18.580000,1.00001490
18.600000,1.00018543
18.620000,1.00043682
18.640000,1.00027092
18.660000,1.00006093
18.680000,0.99957741
18.700000,0.99974664
18.720000,1.00009879
18.740000,1.00004551
18.760000,1.00037681
18.780000,1.00018471
18.800000,0.99956996
18.820000,1.00038637
18.840000,0.99978763
18.860000,1.00028849
18.880000,0.99966930
18.900000,0.99971141
18.920000,0.99959613
18.940000,1.00034303
18.960000,1.00007181
18.980000,0.99971258
19.000000,0.99953805
19.020000,0.99962194
19.040000,0.99977760
19.060000,1.00011085
19.080000,1.00014753
19.100000,1.00029760
19.120000,0.99963252
19.140000,1.00007205
19.160000,1.00037920
19.180000,1.00038796
19.200000,0.99979366
19.220000,1.00010932
19.240000,1.00028813
19.260000,0.99982333
19.280000,1.00016841
19.300000,1.00035495
19.320000,1.00034413
19.340000,1.00009216
19.360000,0.99990382
19.380000,1.00037570
19.400000,0.99971962
19.420000,1.00032219
19.440000,0.99982356
19.460000,1.00017770
19.480000,0.99966094
19.500000,0.99980526
19.520000,1.00046339
19.540000,1.00009815
19.560000,0.99980971
19.580000,0.99957869
19.600000,1.00029869
19.620000,0.99998268
19.640000,1.00024638
19.660000,0.99984617
19.680000,1.00014952
19.700000,1.00007767
19.720000,0.99956015
19.740000,1.00016044
19.760000,0.99964767
19.780000,0.99988223
19.800000,1.00003114
19.820000,1.00041258
19.840000,1.00037376
19.860000,1.00019970
19.880000,1.00008801
19.900000,0.99959991
19.920000,0.99981064
19.940000,1.00042392
19.960000,0.99974006
19.980000,1.00037051
20.000000,0.99957554
20.020000,1.00010521
20.040000,0.99977110
20.060000,1.00007131
20.080000,1.00013566
20.100000,0.99977495
20.120000,1.00031776
20.140000,0.99974043
20.160000,1.00038486
20.180000,0.99952194
20.200000,1.00021621
20.220000,1.00036954
20.240000,0.99999275
20.260000,0.99993998
20.280000,1.00046278
20.300000,1.00009206
20.320000,0.99969311
20.340000,1.00009172
20.360000,1.00029416
20.380000,1.00015283
20.400000,1.00000398
20.420000,1.00028462
20.440000,0.99965805
20.460000,1.00034422
20.480000,1.00033522
20.500000,1.00045636
20.520000,1.00016755
20.540000,0.99966617
20.560000,0.99972721
20.580000,0.99953583
20.600000,0.99981019
20.620000,1.00008164
20.640000,1.00019971
20.660000,0.99986487
20.680000,1.00041047
20.700000,1.00014913
20.720000,1.00030224
20.740000,1.00038214
20.760000,0.99997945
20.780000,1.00029027
20.800000,1.00009878
20.820000,0.99991242
20.840000,0.99959436
20.860000,1.00048903
20.880000,1.00040103
20.900000,1.00007849
20.920000,0.99972748
20.940000,1.00035336
20.960000,0.99962104
20.980000,0.99992710
21.000000,1.00001659
21.020000,0.99967729
21.040000,1.00008228
21.060000,1.00012366
21.080000,1.00033528
21.100000,0.99995902
21.120000,0.99999681
21.140000,0.99950962
21.160000,1.00041075
21.180000,1.00003166
21.200000,0.99996565
21.220000,1.00018095
21.240000,1.00000771
21.260000,0.99976587
21.280000,0.99950805
21.300000,1.00017400
21.320000,1.00022948
21.340000,0.99990449
21.360000,1.00040981
21.380000,0.99992966
21.400000,0.99990125
21.420000,0.99959369
21.440000,0.99986586
21.460000,0.99966896
21.480000,0.99985592
21.500000,0.99988614
21.520000,0.99983453
21.540000,0.99981407
21.560000,1.00006418
21.580000,0.99987120
21.600000,0.99962027
21.620000,0.99976067
21.640000,0.99988305
21.660000,1.00021489
21.680000,1.00007823
21.700000,1.00021050
21.720000,0.99963817
21.740000,1.00000343
21.760000,1.00010650
21.780000,0.99961419
21.800000,1.00009724
21.820000,0.99980334
21.840000,1.00000183
21.860000,1.00001287
21.880000,1.00024401
21.900000,1.00042125
21.920000,1.00002268
21.940000,0.99967733
21.960000,0.99960363
21.980000,1.00045423
22.000000,1.00035169
22.020000,0.99960495
22.040000,1.00041232
22.060000,1.00007545
22.080000,0.99994762
22.100000,0.99989725
22.120000,0.99966578
22.140000,1.00025864
22.160000,1.00042486
22.180000,0.99998504
22.200000,0.99990711
22.220000,0.99994599
22.240000,1.00019778
22.260000,1.00038905
22.280000,0.99970282
22.300000,1.00011994
22.320000,0.99993072
22.340000,1.00009259
22.360000,1.00040389
22.380000,0.99990082
22.400000,0.98046459
22.420000,0.98002920
22.440000,0.98043000
22.460000,0.98004389
22.480000,0.98020631
22.500000,0.98028244
22.520000,0.97963876
22.540000,0.97951808
22.560000,0.98011243
22.580000,0.97953751
22.600000,0.99987272
22.620000,1.00049188
22.640000,0.99953134
22.660000,1.00041101
22.680000,0.99969876
22.700000,0.99988634
22.720000,0.99958842
22.740000,0.99985611
22.760000,0.99993474
22.780000,0.99990843
22.800000,1.00025357
22.820000,1.00041874
22.840000,0.99986244
22.860000,0.99968034
22.880000,0.99968531
22.900000,0.99968097
22.920000,0.99979898
22.940000,0.99975452
22.960000,0.99978259
22.980000,1.00032306
23.000000,0.99961790
23.020000,0.99966711
23.040000,0.99997374
23.060000,0.99951290
23.080000,0.99993015
23.100000,1.00009072
23.120000,1.00000194
23.140000,0.99998417
23.160000,0.99995638
23.180000,1.00015314
23.200000,0.99954739
23.220000,1.00006737
23.240000,1.00030558
23.260000,0.99952181
23.280000,0.99971447
23.300000,1.00029247
23.320000,0.99954230
23.340000,0.99959703
23.360000,0.99993959
23.380000,1.00044956
23.400000,0.99980758
23.420000,1.00048350
23.440000,0.99969454
23.460000,1.00014388
23.480000,1.00035403
23.500000,0.99990700
23.520000,1.00007271
23.540000,0.99971216
23.560000,0.99954524
23.580000,1.00007810
23.600000,0.99952880
23.620000,1.00032830
23.640000,1.00002925
23.660000,1.00044558
23.680000,1.00049327
23.700000,1.00043470
23.720000,0.99970776
23.740000,1.00013749
23.760000,0.99997778
23.780000,0.99990686
23.800000,1.00013157
23.820000,0.99989415
23.840000,1.00039495
23.860000,1.00035341
23.880000,1.00032378
23.900000,1.00042417
23.920000,0.99980964
23.940000,1.00027888
23.960000,0.99975395
23.980000,1.00000583
24.000000,0.99977985
24.020000,1.00012286
24.040000,1.00038308
24.060000,1.00037481
24.080000,0.99973135
24.100000,1.00038659
24.120000,1.00007322
24.140000,1.00048513
24.160000,1.00034665
24.180000,1.00028819
24.200000,1.00046457
24.220000,0.99968605
24.240000,1.00025586
24.260000,1.00015644
24.280000,1.00045018
24.300000,1.00025837
24.320000,1.00007096
24.340000,0.99971750
24.360000,1.00004868
24.380000,0.99966592
24.400000,1.00041728
24.420000,1.00005114
24.440000,0.99980178
24.460000,0.99961011
24.480000,0.99993200
24.500000,0.99975881
24.520000,0.99989591
24.540000,0.99970015
24.560000,0.99987392
24.580000,0.99953722
24.600000,0.99999124
24.620000,1.00039617
24.640000,1.00021076
24.660000,1.00047678
24.680000,1.00020624
24.700000,0.99970375
24.720000,1.00000833
24.740000,1.00026139
24.760000,0.99966175
24.780000,1.00003724
24.800000,0.99950128
24.820000,1.00037428
24.840000,1.00001288
24.860000,0.99987438
24.880000,0.99967201
24.900000,0.99988623
24.920000,0.99986358
24.940000,1.00015433
24.960000,0.99985863
24.980000,1.00000412
25.000000,1.00015966
25.020000,1.00019350
25.040000,1.00015691
25.060000,1.00022866
25.080000,1.00004925
25.100000,1.00002505
25.120000,0.99986343
25.140000,0.99963967
25.160000,0.99979507
25.180000,1.00015464
25.200000,1.00022588
25.220000,1.00037456
25.240000,1.00048792
25.260000,1.00010848
25.280000,1.00027980
25.300000,0.99959688
25.320000,1.00028046
25.340000,0.99993627
25.360000,0.99985191
25.380000,1.00029264
25.400000,0.99992643
