kepid,koi_period,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_srad,disposition,koi_score
1000006,1.1043918753321627,0.13065507024642792,1422.5755420551338,8.222890623825194,1105.6368256004353,45393.57375792206,14.844726878489585,5731.842092134848,1.6305096576213074,FALSE POSITIVE,0.35832368502068884
1000006,0.7824297257852436,0.05173710750288034,463.89550826013806,4.2836992995976955,1119.9609420752076,4132.603722216587,26.343889919079363,6457.791614472906,1.0642613659250988,FALSE POSITIVE,0.4929935378306549
1000006,0.28322654783370455,0.0059352660219524015,1057.6244292991196,12.665468470638128,1790.9562625097842,7168.348567734713,23.48291945709554,7298.7250183513115,0.9673027333130573,FALSE POSITIVE,0.32716160321666937
1000007,0.7584441560904641,0.07255968274198636,762.8791995951258,17.959820709057336,2034.9507670844669,5619.018683881575,45.946857117187335,3981.089174909932,0.4541993678730221,FALSE POSITIVE,0.560915186086049
1000007,0.5888608625367011,0.0538591242642148,1297.1802425032672,1.8119722699199379,1159.4778416441147,54136.6481674451,26.625197337632063,5743.530204186344,1.1711205260914326,FALSE POSITIVE,0.5383904315140223
1000007,0.6345612826152812,0.05141398865604762,1458.3310459617173,7.342833670366403,2173.0729020902245,1527.4386902447566,28.067685984643997,5202.623920756893,0.9287506150145564,FALSE POSITIVE,0.3178057510834598
1000008,0.07535037052879685,0.004867142096917285,265.9537994224288,23.50411688485415,2472.6853746956613,1448.2490422435171,19.97282644296706,5339.368880474505,1.7229230732285472,FALSE POSITIVE,0.24229847565006968
1000008,1.625282598878287,0.07144609292112,238.55439158575592,5.851952564920798,290.53232358537787,357059.459254344,60.43197190239293,5021.241428478312,1.1138725631932438,CANDIDATE,0.7773568596504181
1000008,0.7165905860019015,0.0975491785086672,1179.582223830105,19.071058369999353,1195.5318184314963,29243.94771505048,5.473095104374407,5436.876986888752,0.4886645772032984,FALSE POSITIVE,0.379558645862548
1000009,0.6115513558252615,0.08871629043990915,517.0082196694711,23.179998297432018,1370.6057929707094,14319.062144189624,32.678138930661405,5743.657223702714,0.7210386608094362,FALSE POSITIVE,0.1595788231361954
1000009,2.0566339365140855,0.17761053054767045,142.20679389221021,11.045117250145177,795.2225392384051,88390.86234032754,11.953437349573353,4873.684723816993,0.9259804068105071,FALSE POSITIVE,0.40107138732335307
1000009,0.5620887536122415,0.011693636503146332,515.6198694027378,,2064.5722117764612,5818.232675147539,30.68842713254427,5545.491476330752,1.1823463861763719,FALSE POSITIVE,0.47925674244264277
1000010,67.57883708240206,6.0799742568717,1105.0773596424633,7.2590288646555985,1426.6441600770916,10930.241792149867,49.793968081645524,5018.234028906525,0.9983333023912658,FALSE POSITIVE,0.2452161064496036
1000010,17.409662698737062,2.5894622573826065,824.8048641797855,12.92765900682606,1606.0858093697702,6224.637671413793,36.27365599046641,4889.142360194935,1.1633979342925052,FALSE POSITIVE,0.009350843054001579
1000010,29.083610383360043,1.8749920486799558,736.576087601843,14.45457368818266,,1471.1117473174725,40.73065026196832,5152.697711042157,1.0075919339582113,FALSE POSITIVE,0.5191520598983965
1000011,0.70346168062217,0.10249852214471944,1980.0628291665244,6.960008310150838,1513.7581231147014,18330.774624953356,86.44219679141175,5709.534230262794,0.7207322631488018,CONFIRMED,0.9560028542163926
1000011,1.6433312267349713,0.2180993440457391,368.10359940749316,6.219951167163434,761.1891954106861,320967.9945619572,79.52703836651929,6924.495821246947,1.2559025359207237,CONFIRMED,0.8863685747042604
1000011,1.7548125666982246,0.09748279844668828,675.9442389997507,13.849053365404975,1893.8883016238674,455.748770947867,46.82658092760794,5367.863411098453,0.8546020210807855,CANDIDATE,0.5430867347154412
1000012,0.028909145520624912,0.002123224798072604,304.54171933277604,24.37511639297485,1222.8393867741722,28759.712312987314,18.92612970898704,5398.719281298467,1.4159692982224215,FALSE POSITIVE,0.40463647574387085
1000012,11.544430605679047,1.3408342772149482,1021.7709682248131,14.943951973792432,685.230748425886,425560.76460713166,7.884261996627897,4015.943335075665,0.9393750519594402,FALSE POSITIVE,0.08848002407987395
1000012,16.60846046837154,0.8476581251061007,1112.362116288392,6.007641279642828,691.1485653277853,201113.1118469071,18.79504446886198,3972.8321434103527,0.7465919058820681,CANDIDATE,0.8881883245511164
1000013,6.731889308290503,0.34612452985685027,1465.155663564407,20.02342581052669,356.4858224108403,2191816.219855501,47.9599860595581,5544.358797515607,0.5923176424165608,FALSE POSITIVE,0.1720121884028747
1000013,0.7271540336336537,0.08086206232893095,1037.1068283218106,1.6165480265560495,222.60337091051204,18600600.78930918,19.0775388885899,6505.9245117964165,1.44207762503947,FALSE POSITIVE,0.4821748793152425
1000013,0.1914060378122994,0.02191836639359423,1221.2079813783832,11.213526363665373,1793.7165272170137,10631.137193708926,18.22625422272202,6181.362326575305,0.7074363031494356,FALSE POSITIVE,0.5649063478523403
1000014,4.246421228505956,0.269184708128956,861.0375520777771,11.913429362264633,1532.42082641346,17970.255372615262,17.359964140455745,4854.427927964605,1.794098726178225,FALSE POSITIVE,0.06160042064677735
1000014,15.334895500487946,0.6690502610796418,775.2898149406733,4.998411614298219,1359.5055364124082,10554.630604150134,83.96022482617076,5250.928155346959,0.6053986148470182,CONFIRMED,0.9729338643461178
1000014,3.700343786317097,0.44333596995308017,177.1964648309152,20.218137469914574,462.12154037425466,1574523.6873631706,39.91447645113619,6215.87274469096,1.086520327452383,FALSE POSITIVE,0.5420675850736955
1000015,16.333545125702923,0.49961272703972104,1080.9792737739026,12.887571532873707,1200.5335669825138,15740.460474628937,12.406380084620764,4407.878799651433,1.0414370147433327,CANDIDATE,0.5129448268452831
1000015,0.01435985630945069,0.0018332390367193116,177.93349227148434,21.713189838187738,1639.925830655843,1174.3238706252785,34.23002030406328,7542.06965292788,0.833399894747997,FALSE POSITIVE,0.017301309381844574
1000015,0.734383442621493,0.08250481832581051,1415.6145204252807,20.890847263505762,458.757200211253,1852529.944873016,32.46692269017615,6339.663864431189,0.6654742983501791,FALSE POSITIVE,0.3979352319419064
1000016,0.27216609245405804,0.031106524286731763,1397.3949382323494,17.447555798042604,2123.6707280439186,5339.832252031878,6.10899820863452,4535.7999285767555,1.157417894648689,FALSE POSITIVE,0.20682670643284698
1000016,14.067395311437341,1.0844131040876366,982.2770063395669,22.80428238153223,291.880338558017,5573334.191005982,49.21171612705615,6040.90851856099,1.3006325852562037,FALSE POSITIVE,0.11498849769283359
1000016,1.2584379625594018,0.11110921728456694,2792.8110453929944,5.018967291492409,351.92720799096816,7066935.123988881,103.34119346568073,3001.9389825070607,0.9000951229979218,CONFIRMED,0.9217083209188452
1000017,0.09753718002511166,0.005953367352324134,1341.3527087427065,5.58242162335484,488.07783152127826,1288134.7538257246,60.07256173703949,5602.484642158208,0.8651535466355398,CANDIDATE,0.739215553198743
1000017,0.5286704033469908,0.027387853298777794,323.21063072325035,12.408261595406259,1168.9920277567387,50075.60105277102,107.19945330759465,3269.531980875541,0.9028673712243778,CONFIRMED,0.9991922566707494
1000017,5.755837456571745,0.6838196054245047,248.66359007213526,16.463997833372552,312.162533270223,9905361.832117446,73.77843509743703,3563.2472974975353,0.7958006366773601,CANDIDATE,0.8393807074419041
1000018,4.312376565848762,0.11820358015290586,296.1533433722879,4.687791424159587,1551.936433554875,16149.392801685422,13.470448989607052,6996.710407445981,1.462716690153834,FALSE POSITIVE,0.4702916674696116
1000018,6.337431775243638,0.7324785099535779,1829.40484274065,0.8858213081264199,1638.9947997653421,8976.498308973258,55.64767558613911,6343.10533232324,1.4174387889098885,CONFIRMED,0.8149096266484944
1000018,9.026445565319088,0.30450303328613265,1444.8442241144858,4.6841229516878276,2069.5572345345427,3518.9429891012533,33.275620289725,5917.680752239401,1.4747606057677076,FALSE POSITIVE,0.3319951771613616
1000019,4.896108493970476,0.28004543741376775,103.19658008062015,21.286233657320174,1673.0287301844817,4479.168058959166,38.63842865359272,4305.477060233965,1.0895240898041134,FALSE POSITIVE,0.5506899011187353
1000019,1.5405654866444027,0.1828142663341022,1373.9557259953797,3.6915765258407776,1351.4249243680413,30470.316486064763,14.527146746658687,3905.2440418366677,1.1259490675541262,FALSE POSITIVE,0.5448241167258837
1000019,0.24289211388001739,0.01462942479437041,1031.4755344327605,18.89520371322205,1230.3348096790369,19752.12156950866,31.715807895892993,4541.221543813225,0.6664750283998304,FALSE POSITIVE,0.49720428185443255
1000020,1.0745098504635675,0.14818363060193215,1345.8072827090882,16.44841128975134,588.123708315928,902135.2048314365,9.65637786409631,5879.40539760511,1.2181446869659678,FALSE POSITIVE,0.2245642770997293
1000020,1.434670817628296,0.055525828830125586,298.6877368773175,2.416133490640607,440.71901279690667,1251231.1368054624,18.66807708012947,5082.569618010568,1.1087310647378064,FALSE POSITIVE,0.21993143866512438
1000020,1.3079250374529383,0.14223325079393515,1328.850496288416,13.63934799060651,1646.0882346379838,4050.8012540612945,47.609297156762665,6574.333004770244,0.984194203119607,CANDIDATE,0.5480526973719557
1000021,0.5477350430305292,0.060213112003199495,1251.9387417188236,4.174043483043079,1750.8752195100567,11622.634488448737,49.623095433255266,6242.45891359262,0.8259043901183645,FALSE POSITIVE,0.5559081396966454
1000021,1.0642469890309518,0.06422540672872194,953.3402365749591,11.000349869204397,1952.8981270357467,7174.293939174025,24.356422944357185,6266.24297504051,1.1174659385345835,FALSE POSITIVE,0.47907278815891324
1000021,5.304886266287975,0.6033624111449665,416.6359549888794,15.86614900490473,791.4504075509204,204431.57619051935,46.04937065516865,5420.611575594297,0.913803440679824,FALSE POSITIVE,0.45428160704109033
1000022,0.5625408554895958,0.01910870946362237,985.3760469713004,14.941485527393414,238.89943981969685,31126211.92095519,23.233871415889837,6155.403829850237,1.2681482849143926,FALSE POSITIVE,0.3348984085409163
1000022,1.1549295595366937,0.1605997292212655,567.0829453075435,19.319338101632237,1356.6136961508453,26171.25977959998,56.4001851344266,4903.58859203112,0.9141555539163583,CANDIDATE,0.5930261536925627
1000022,0.36835233056068084,0.0272952476958297,526.4937766727787,,583.038581043721,951221.9026799292,49.16225004085761,5278.4634024162615,0.8437336815526943,FALSE POSITIVE,0.14437954054050484
1000023,12.15742559779484,1.0282342766888177,449.0966335660481,13.96706960747964,2138.7746096492538,2378.011134468551,95.49991586987481,6521.515392781864,1.3174189169103825,CONFIRMED,0.973532565829735
1000023,1.0828739720571823,0.08845928513922668,755.0033661377654,19.92562251297938,2076.9305413629445,2591.4577257955816,47.435962639683474,5696.24094066672,1.1348880619932895,CANDIDATE,0.501825566809018
1000023,22.65507335797597,0.8781234588628318,914.3705413357887,10.492835250831785,415.1866358983718,66221.86887377095,33.350840627847234,5154.835294550204,1.1580949383204195,FALSE POSITIVE,0.4661872908580982
1000024,1.8883001405433044,0.24980823144867237,260.5163766402353,21.304376860429212,1135.5796217156121,51113.53714329166,48.18855746578861,3480.0726678438637,1.0169004048670138,FALSE POSITIVE,0.21518711066303245
1000024,1.7083456208409975,0.1324825125437146,64.55312381357784,14.445942775656958,1884.1041745181112,2067.8017654968276,39.588063376019804,5856.252788706083,1.460028236732047,CANDIDATE,0.8952985898271576
1000024,14.070844085881632,1.5056489537481765,860.4741749568526,17.38012865613883,1230.596620751076,23737.43920782676,28.081030038931456,5925.321308330111,1.169956952878314,CANDIDATE,0.6876263172392529
1000025,0.4358395818313685,0.06065940353191465,986.3578547606813,11.447280211990236,2041.8816296774257,2896.1279419677912,44.01199243327292,6137.324683023073,1.6239963802332262,CANDIDATE,0.7494029402249098
1000025,0.2404916131931765,0.02147522472654792,1833.9421922107267,,1652.5520709551688,8120.956390566756,33.47847694474429,5270.617668144533,0.9097467666669375,CANDIDATE,0.6845842968873757
1000025,0.2510644998538099,0.010392460366897796,681.3738088966496,5.589714976884308,1134.5641312166658,62332.39380138378,40.00932372069216,4858.333179869618,1.6480711025158417,FALSE POSITIVE,0.40641574196056035
1000026,6.077614720047596,0.6335545124073864,182.0339017821111,4.452146198295812,764.54526383954,234167.87097055843,48.462650096341264,3868.6648895829267,1.2310047545649145,FALSE POSITIVE,0.07440809783492348
1000026,15.054337152814458,2.234693131617005,136.36753226484188,6.282358242808064,1095.596493233809,56694.448816699274,19.891164460108783,4462.933926430003,1.2209273348128864,FALSE POSITIVE,0.19617132479117566
1000026,0.3117959245212042,0.02008095159018861,88.32039135635321,19.322513678203418,978.5658226785876,982.6865478501629,71.55751397650369,5017.090160539482,1.33028322845772,CANDIDATE,0.6883744767707105
1000027,4.72938818960651,0.4773423937338912,1189.3232099577278,1.2170278849301537,910.510762540662,59898.435573955525,32.73308367593651,6166.269672043523,1.18933408385311,FALSE POSITIVE,0.3895516870171798
1000027,27.491297272887138,0.8622421341957501,736.1383515551034,22.70325496688945,2353.9346620135193,2997.5036021104115,45.38895469349378,5015.881505415182,0.8331802868807787,FALSE POSITIVE,0.13919125542655023
1000027,5.39277780370384,0.21295110422660585,447.9424949921434,1.34151764533919,1436.436617518483,15085.166378318936,47.85170352630457,6222.826894985512,1.0341085460985384,FALSE POSITIVE,0.10611411671069537
1000028,1.7374343360618898,0.18933968134901297,700.1532067081724,1.89810831484618,1357.4069541748593,25127.488355542344,27.453557489935687,5196.435674734085,0.6999901427241755,FALSE POSITIVE,0.16607447966213565
1000028,1.492182318562118,0.21652154477211571,1311.143953765126,4.01437670056816,1392.2405656712374,2190.0787270104147,32.590230758115865,4134.978204573365,1.2342314079171317,FALSE POSITIVE,0.47213518937759125
1000028,2.724891326224585,0.24823492068712277,937.1659154690874,2.909671929935953,1456.369480300957,2239.3075639740205,62.743292381253646,5914.772890788791,1.3926105287701858,CANDIDATE,0.8898668276705299
1000029,0.9875169196773668,0.036298491281077414,154.26690646678966,21.881674957594438,1855.9926460431263,958.6932338402719,16.821296465087087,4002.7423548213555,1.4685593305714104,FALSE POSITIVE,0.4210684347494595
1000029,0.4045427362233024,0.05366560356275249,1441.6375520687,2.7979954427971725,1565.2230851528852,2376.6145328984417,71.15746241925241,6168.8401305462185,0.7012317444034737,CANDIDATE,0.6355838071450094
1000029,0.9944887328718385,0.14092024226139135,176.57885000374245,20.384163895045337,1381.091093506071,29113.526115520803,27.776293371258994,3179.6844017695767,1.2646418352439894,FALSE POSITIVE,0.23497340631575356
1000030,0.18441971897835002,0.011679113023636938,1273.2418027672231,10.147647811761258,1331.4344552899972,20329.980701067387,42.43736937596235,2323.2961868039993,1.2451894573440945,FALSE POSITIVE,0.0041964234740121675
1000030,1.0243008260850417,0.061112818483879554,258.3009362797817,19.00083908359288,588.3763655441812,428933.5168817908,26.719161228252485,5986.184791561939,0.5572108713453742,CANDIDATE,0.80321184481145
1000030,5.815521176635608,0.4623885974150998,785.8295305991077,5.096300768115174,1946.8963420489713,1604.1758598396677,28.07587692819881,5442.604634925964,1.5344800734332624,CANDIDATE,0.7324551700372526
1000031,0.7125754303271032,0.09322663107230969,323.36926458234797,1.4017496713921145,655.8516887698368,526816.2177605322,38.38979260067775,6820.414009783834,0.7692565927146101,FALSE POSITIVE,0.11397253587183442
1000031,2.1437181678070454,0.30588635151888593,1011.4087440596645,4.16080963862471,2445.9262206401404,1173.6628765835485,15.735690732670228,5316.146106840791,1.0256756269667946,CANDIDATE,0.8456140208022505
1000031,8.133481813515157,0.8732735227952079,995.1746737307886,6.699677456491154,319.65463656772783,1222684.6237712235,49.510639359893,6087.855888137735,1.204327880020132,FALSE POSITIVE,0.3264251893572913
1000032,0.645976452746541,0.019426366824603112,576.4374084551259,13.537578543688493,241.46672060549815,3384435.949210062,39.033954364113235,4741.234742064625,1.2283562873100333,FALSE POSITIVE,0.012648659712595944
1000032,1.241974967082103,0.16626479457310112,710.2343998667318,2.799169280643906,2001.2680667641764,1173.943595945393,21.274973743776926,2875.182943625888,2.148356030363468,FALSE POSITIVE,0.03856889490199391
1000032,17.516362302924254,0.424267320215551,94.47794074330264,4.7649351040370425,1909.7116598110285,6063.755686221786,7.830836420811077,7843.654052812624,1.039985746051156,FALSE POSITIVE,0.5134436011173672
1000033,1.2422801146985933,0.10380942398110456,388.4858107588202,,1137.0381271157764,65787.53778422413,21.75381943578715,5646.9352983866875,0.855012259966567,FALSE POSITIVE,0.31339184243797835
1000033,775.6650111838738,47.661707724224726,851.1598714140474,5.022488547550739,1565.0417563902583,3918.3099071990655,12.686616783779483,6860.1159001803135,0.8151247821561599,FALSE POSITIVE,0.5613186656537426
1000033,11.423264803043114,1.6206477344845593,1052.1987935110449,19.59036728885953,1791.4329355131615,1695.762275215802,33.92629659887781,6132.454216642301,0.8674013835471973,FALSE POSITIVE,0.0019653656147442964
1000034,0.3522042856429679,0.05044317458386363,1381.6592777679373,2.3514325470123527,794.6817063725656,94426.45888668337,34.261478199214764,7109.520665775973,0.8429607075330676,FALSE POSITIVE,9.071418043731239e-05
1000034,1.2865410045994183,0.1600613536890667,613.4360834987606,19.343718077319934,552.8496294949025,438093.24782810226,20.781940459643792,4472.596448473989,0.894061714973517,FALSE POSITIVE,0.44375796275601626
1000034,2.4698611078561385,0.3659628816962336,406.83457208389126,2.2598929059549855,1995.5687717820833,2746.9553041868235,101.6668576220957,4346.507574015216,1.2816324649255162,CONFIRMED,0.936970001726092
1000035,2.261319798573403,0.23652086735357447,580.4809662601158,16.140904098141487,2193.689417083525,4303.140486990044,42.941518926338546,7163.732832143473,1.0958967062470297,FALSE POSITIVE,0.5482790078352048
1000035,4.034118740947865,0.17192228824755396,1085.7647736021197,11.648864634391968,976.1972051398353,2339.6527872655965,8.876109719706633,4998.765892209787,1.3895280199233095,FALSE POSITIVE,0.47195037553883845
1000035,0.1015828277077093,0.013276858550704398,1680.768060549797,2.673491902037818,560.2094742530948,1103106.220145603,25.082403509301102,5503.147726906327,1.4462834246784562,CANDIDATE,0.8855786479179806
1000036,11.76779173461202,1.075853156801499,538.0101653403045,1.7340895956276574,1558.9924150087634,12322.461314164839,46.77676483913563,4099.929276816991,0.8009703497090219,FALSE POSITIVE,0.28711440112303943
1000036,0.11426657149470315,0.012885722157611997,1243.7644138165758,19.078469028732645,677.2764393852217,301539.827311997,30.319494030623407,5304.301468853098,1.3744132626456809,FALSE POSITIVE,0.4867082558074301
1000036,0.871537286643838,0.11727631336846545,1428.519561457995,21.715644180689864,1005.4290059635105,9180.884857999243,19.38743822029344,4470.188151458155,0.7543951530461869,FALSE POSITIVE,0.48222382339314324
1000037,15.463614846384003,1.2000778744043197,738.19477866708,9.620846943434534,1065.2380781701308,31852.210721570176,40.005923303684156,6878.469627461504,1.0353581196235997,FALSE POSITIVE,0.16616688583274408
1000037,1.0644308944645122,0.10115741079518907,904.8161342169384,10.991251313300785,1689.7561251674076,413.8362352828368,141.34370651304914,6387.079776446287,1.0594809046903977,CONFIRMED,0.9251108110543407
1000037,98.31380482125196,7.1897812658576825,208.8741005402367,19.029670850289634,1273.3712584109876,2274.662736696449,23.533746352843654,6211.410579465495,2.544344518666886,CANDIDATE,0.6729867166226544
1000038,0.7064383342931351,0.07338544557525531,701.8540135954477,6.261828232705343,1697.2350140026524,11077.309549389109,17.88259379503734,5046.585891616146,0.8023021498710046,FALSE POSITIVE,0.5136506990673351
1000038,2.1983466255785653,0.1920623894624302,1212.704221703769,0.44494924362066635,286.3159123231472,9448104.405598037,59.68159593607142,3395.2504942809855,1.845321234469282,CANDIDATE,0.574382441876149
1000038,2.492131516924824,0.23844421370461522,518.4777860053925,9.272671768525326,1020.5721278032778,16962.843807602367,42.88630250140771,4764.883199275412,1.4717066554365452,CANDIDATE,0.5978504563173309
1000039,1.697264773481072,0.04264256569808433,1404.5740736831087,,1905.0100292067532,7005.472045658827,46.0493407062132,6215.7342411708405,2.0509612181809547,FALSE POSITIVE,0.5278454724570003
1000039,72.07032241435736,6.7345276039920865,1136.6410749709007,5.811408538474704,402.7271597988219,1755217.4905432672,61.984519277718334,4813.284656996705,1.2819952386217595,CANDIDATE,0.7787938255072852
1000039,14.043518895902672,1.8453677723347637,757.3201627774891,,1773.6808729335191,9939.209490245932,19.828868619829855,5841.660231952626,0.9218299638497051,FALSE POSITIVE,0.0657819993244125
1000040,0.4382914380482022,0.028835205437518108,1048.5727245623948,1.2412928842236857,2170.1155739716723,1993.4042325826879,75.84831314062622,4378.469852574973,0.9043188916349977,CANDIDATE,0.673067425886197
1000040,0.36363776063036585,0.029267777553431545,1535.7720326990393,19.77090016441495,333.94701088663305,2357086.661124844,45.358088902080446,4321.076508701675,0.9362236996514348,CANDIDATE,0.602397714815907
1000040,5.579237344377176,0.4852541088759508,1087.7447525221667,22.052720194467724,1981.7010255239404,4065.7803854672925,47.35755180080591,3944.626266158758,0.7422442926093704,FALSE POSITIVE,0.24119082194123348
1000041,2.16376364665939,0.052413404133030146,417.9150865689298,,1569.1367345393255,9921.626524263862,5.946660610721088,5482.993925516169,1.1635856631902946,FALSE POSITIVE,0.4228976365827752
1000041,0.043217034012554154,0.0031437313092486227,1361.8468794889584,15.424179984319872,294.4894393977771,5156287.069609283,13.605895808425462,4794.226516904635,1.3057089466929086,FALSE POSITIVE,0.07774101611909183
1000041,0.17490676722980666,0.005102294208872226,1220.969589944489,13.499213149991347,2348.2758796004705,2809.7906175443013,7.4911917622284285,6528.768991423481,1.162421714156449,FALSE POSITIVE,0.4919674854235564
1000042,4.954785034506306,0.18081728736055194,1058.407189420744,10.705101112033438,1562.7350021057316,9026.625490568527,18.194508908730384,5701.652905129255,0.9881030202861194,CANDIDATE,0.7373871639301925
1000042,0.3307609568026732,0.019468722060635813,877.5254508045876,12.194717318536526,1144.877709805084,14173.908010056351,60.028726230463555,5242.379514489006,0.9793266493340557,CANDIDATE,0.5123625966365356
1000042,0.9536500446557876,0.13252688389601436,145.4539085509731,19.3096862870042,2165.385502594724,3464.9975571709774,41.34316413033388,5485.729647050612,1.1250080989479225,FALSE POSITIVE,0.13521599967712153
1000043,4.084384513288264,0.164355786829799,1271.0883640193156,,719.0285410197266,88646.3811181744,37.72232643830623,4925.899324716402,1.174595895791643,FALSE POSITIVE,0.4004813515169357
1000043,13.036617254522795,0.2761515810095222,840.8383269924946,23.162205361724205,373.448004783413,1438966.7753410856,45.5734053268862,5092.539892708399,1.2510502635574725,FALSE POSITIVE,0.3152591362824396
1000043,3.1618447331282886,0.17364175043935257,298.9797821374305,24.186469972701396,1338.0996886812566,3025.6955529835045,41.22350752467584,5637.352479407036,2.399959990327405,FALSE POSITIVE,0.5998513385744494
1000044,2.8463043541966977,0.3207553259429052,886.7684164346228,19.049048975443927,1042.4586882750011,5085.416192580205,5.382301037324428,3425.359962453632,0.7946637186827425,FALSE POSITIVE,0.5173935248418506
1000044,0.17271281208899938,0.016030353089580028,249.16526407823332,,1088.8638979542511,33367.35476129621,21.028727455762073,5375.113114649933,1.004720445150933,FALSE POSITIVE,0.20197964516120684
1000044,5.82635253942954,0.5474428188868851,2768.1106759162526,5.872125837362956,2227.9306301687448,4261.25624973332,55.18886855922504,5053.679484765655,0.8952235353635389,CONFIRMED,0.9314904229582049
1000045,2.5284781193260497,0.3104130891447037,716.6374792467711,4.857447269724318,1244.1053160100776,14067.169992955847,7.211677565532967,6529.440555927041,0.9038710812145762,FALSE POSITIVE,0.19068723052388953
1000045,0.8508241661345461,0.08298187465171239,1382.7195475610058,13.383657197745093,1041.865011216985,76365.85915167868,31.17149770323899,4989.839186349783,0.735091401446841,FALSE POSITIVE,0.43727609499250525
1000045,2.984693389336759,0.35617070377757387,1876.3119252381364,17.429961026526602,769.9686186858858,11829.821639389698,31.58464851733391,5790.9647301374425,0.8589001549704316,CANDIDATE,0.6475479230454778
1000046,58.530622473785066,5.285755261115795,187.58221042350556,12.178315437653115,2082.2294752089983,1022.8249109198537,23.286488237485766,5513.450364619293,1.1972938554513608,FALSE POSITIVE,0.06926265781978821
1000046,14.147224638912775,1.247889900763,1294.8514429598035,,1670.5620412483836,4846.45986872712,37.991686175856195,5679.914369546417,1.2857589422885713,CONFIRMED,0.8216095005377698
1000046,11.034727390014286,0.8097043575937926,1534.3314530149005,,2266.7728943086313,3784.0842543873982,136.31718420806914,6154.431027105621,1.278659138012966,CONFIRMED,0.8830072093909175
